BaseVoltage,BV_345.00,01A4163D-2832-416E-83A3-CA544264A88B
BaseVoltage,BV_154.00,1D3AF5BB-218D-443F-9254-D7DC9E9AF2A9
BaseVoltage,BV_22.00,EA403C8A-7422-4EBC-A5D6-67B78515E7A4
ConnectivityNode,1,8DF88C0E-772B-4F4C-868B-F492885F02AE
ConnectivityNode,2,8FA18F25-C9FB-45B2-B58C-27106C6DDC12
ConnectivityNode,3,17B6F77B-7FB6-47A1-BFAE-330DAA96CFEC
ConnectivityNode,4,A15CFD3F-F06D-4F89-8EAD-0CBC5A0864A5
ConnectivityNode,5,10E26AF2-5B21-4A2E-BFDE-D72A5B89154C
ConnectivityNode,6,5E850F3C-2674-4881-80FC-154CC3D4A3AB
ConnectivityNode,7,B73DB4DE-2BB2-4439-8DB0-89EA909B1F97
ConnectivityNode,8,644E0500-37C9-47B7-9C24-F6DCE06F4036
ConnectivityNode,9,546E388F-66BD-4823-BCA5-87089BC3D51C
ConnectivityNode,10,0C666C9F-577D-4F90-B1BB-82076E173F73
ConnectivityNode,11,9E4D17E6-0563-457B-A5D2-1C672F67DDE1
ConnectivityNode,12,A8CC1654-168C-4BE7-B6A5-6CE5BEAEB1CF
ConnectivityNode,13,41B97862-4C6D-4CCC-B013-09CCB43C4F2D
ConnectivityNode,14,3F31D15F-A466-4BC9-9F87-18ED1C5EC2BA
ConnectivityNode,15,F6FA6F49-59B1-4431-AE39-CB886E40EAA0
ConnectivityNode,16,66EC26B6-89A5-46FC-A50C-430124472DA9
ConnectivityNode,17,4E2C9CAD-84E3-4C05-A48F-9D6A7F287A79
ConnectivityNode,18,25CD8120-8BD8-4C66-937C-482862505F62
ConnectivityNode,19,218A8A33-8366-40D5-B308-0C26A062F982
ConnectivityNode,20,55ADDB1A-9D86-475F-823D-8DB1B4615AF3
ConnectivityNode,21,B05235D0-AF91-41A2-8CC7-221B0C0C3BA0
ConnectivityNode,22,B6E3038F-03F7-41D5-AE53-3697CFA60199
ConnectivityNode,23,E02C1B2E-EAAD-4406-8D76-222D71F59D7C
ConnectivityNode,24,C2207E84-7E1E-4966-B215-722F27A1659D
ConnectivityNode,25,2C9C6B03-90A7-4BFD-A5FA-A6E8261CD03A
ConnectivityNode,26,2E242D31-5520-4F28-9F07-4E810834107E
ConnectivityNode,27,F7CE7CF4-84FB-436B-927D-93526B3D8F31
ConnectivityNode,28,93C0A1C5-E4A0-48AA-AAB5-CF69A2485B5E
ConnectivityNode,29,D7D64718-EF46-4D90-A36A-1AE802401649
ConnectivityNode,30,99043E7E-E9B1-4497-A35D-AE70E65CBA70
ConnectivityNode,31,4823C4CD-BC92-4AE6-9D3F-29E80474F6D1
ConnectivityNode,32,46E66A22-13BB-40EC-BBC5-E916DB51EC91
ConnectivityNode,33,99D724A8-4441-40FA-9B93-0BE877AACB6F
ConnectivityNode,34,3062B20D-81F5-472A-BE9A-A1C4143000A0
ConnectivityNode,35,17CA49BC-9DBC-4045-957B-5952F82CA6C5
ConnectivityNode,36,58763357-CD4D-45EA-B7BE-064525D9E62F
ConnectivityNode,37,1A521D68-3DD6-4F84-8E95-BEB7C4278893
ConnectivityNode,38,102FA9C9-B143-4FB5-A82A-BBAB9F4D79B4
ConnectivityNode,39,4CCAE276-D507-4482-8642-ED8E2856ED48
ACLineSegment,1_2_1,BA863D34-1DC7-4AD0-8E12-B28E633A16A4
ACLineSegment,1_39_1,5D9810EC-95A7-4F86-A165-65648B12E9F0
ACLineSegment,2_3_1,AE7B39FE-2F8C-4BF6-B5BE-BDB490A7B802
ACLineSegment,2_25_1,DC9A39E0-49F9-4821-A85A-2F78F0CFEF68
ACLineSegment,3_4_1,9BD8A8F7-39FC-40C4-8AEE-68ED9F74BC93
ACLineSegment,3_18_1,325FD2AC-6CC0-47FE-8FE2-F576DA4BA067
ACLineSegment,4_5_1,D82CA7E9-3A4B-4DCF-9546-D724C6D27FA9
ACLineSegment,4_14_1,71C67751-A509-46BF-B41E-CCE1AD689084
ACLineSegment,5_6_1,DB4CF0DB-7E8D-43A7-8244-4C56D7AE51CE
ACLineSegment,5_8_1,DBD9327B-3824-435F-9142-C8E9CD5C7BC0
ACLineSegment,6_7_1,FE2A5722-4BC2-465E-95E3-06318E30E910
ACLineSegment,6_11_1,5C6181B4-6FE6-45B4-800D-FD28AB64FA05
ACLineSegment,7_8_1,D08CA395-BC57-45BF-81FB-DD43B1123716
ACLineSegment,8_9_1,FCDB9E91-83A2-4DD8-A9F1-39CABFED8D3B
ACLineSegment,9_39_1,B43B21CC-C758-46B7-9DB5-42E6E00EC934
ACLineSegment,10_11_1,0D3E2176-CA47-45F1-9E13-D1B349F116DC
ACLineSegment,10_13_1,9031CCFF-C9A4-436C-9610-CF88C0430709
